text,actual_sentiment,predicted_sentiment
i was a barista at one of the tucson coffee shops with a cult following so usually starbucks is just average for me but this starbucks truly breaks the mold they re incredible one of the baristas is such a ham and really made my day i don t know his name tall with curly hair even now as i write this review he is checking in with his regulars about their kids and weekend golf games the other baristas are also very kind and my drink is delicious and at a perfect degrees not my request i m not one of those customers i just moved to a condo near this starbucks and i ll will definitely be adding this one to my weekly routine,positive,positive
this is not my favorite spot but it serves its purpose the crew are fast friendly and efficient i do not hesitate stopping here again it can be hairy getting in and out at busier times of the day,neutral,positive
nope they really gotta get it together how do you forget to make oatmeal not once but two times in two weeks weeks ago i went no muffins i m done going back down the street to meridian even tho it s out of my way,negative,negative
love starbucks love their coffee but crystal was extremely rude at the cash register today i hope i never come here again if she s working definitely needs to be trained on customer service,neutral,negative
i used to visit this starbucks nearly everyday for years i conducted a majority of my studies while attending an online school there as the environment was easy to focus in i established connections with some baristas which supported me as i grew and i am appreciative for having interacted with them this was my favorite starbucks even before the renovation however after i had more the reason to go the added space was a fantastic addition for such a bustling store furthermore of course the coffee was great,positive,positive
this is probably the slowest starbucks i order using the app and it s not ready or wrong this location is so close but service is not good,negative,negative
the coffee here make me wonder if starbucks really cares about the taste of their coffee,negative,positive
i go to this location every morning before work i find the baristas friendly and engaging they always remember my drink and are cheerful at the ungodly hour of am,positive,positive
my daughters walked here and it was drive thru only very frustrating they were not able to get coffee,negative,negative
i love starbucks who doesn t i ve even worked there three times in my career during college so i know how to make drinks correctly and i can say that my drinks here have never been made quite correctly today especially i left incredibly infuriated i asked for a passion tea lemonade with three pumps of raspberry the barista behind the bar made me a passion tea only with raspberry and the minute i got it i knew there was no lemonade in it i watched her fill the shaker with water instead of lemonade right in front of me when i confronted her about it she told me i said only passion tea the barista who rung me up backed me up told her that i asked for lemonade with it and instead of remaking me my drink she poured out half of my watery passion tea that i had paid extra for with the raspberry and filled it half with lemonade she didn t remake it she just adlibbed that s not how you make drinks and it s an especially easy drink to make next time don t jip me on my money i won t be coming back here,negative,negative
the service here is good and they have a cute outdoor seating section but as others have noted the parking lot is awful and it is often full in the morning and at lunch time the only times i ve ever stopped by,positive,positive
this starbucks is by far my favorite i can only write a review about their drive thru always speedy they never make mistakes and the location is ideal if you re on your way to the mall or work it s my hidden coffee drive thru also some of the most talented baristas around they only starbucks location i can say make me something amazing and they do thank you for helping me make it through so many hr shifts,positive,positive
this starbucks is great the people here are very friendly and the location is a nice place to just sit back and watch the traffic my friends and i love coming here for our bike meet ups and catch up while watching nice cars drive by,positive,positive
this store has a great staff and a good location near i it is in the same shopping area as home depot the staff works hard for quality in their product and it shows,positive,positive
three years ago this place operated like clock work not sure what happened but it seems that they are always out of drink ingredients and staff take forever to assist you even if there is no one in line ahead of you,negative,negative
i love walking into this place everyone is so friendly here they always make me feel right at home there is a really tall guy named jameson who knows me by name and always has great coffee recommendations and something funny to say ask for him everyone else is pretty great too the speed of service in general here has picked up on the last few months which is a plus,positive,positive
great service always and long lines great for them another location on is badly needed,positive,positive
this starbucks never gets drinks made to order the drinks are always super watered down and they never taste good feels like a half assed starbucks including employee effort overall food and customer service you definitely don t get what you pay for go to a different starbucks,negative,negative
if you re in a rush don t go here yeah it s right by the greyhound station it wasn t a busy afternoon and my orders of white chocolate which they made a mistake on took minutes to be exact took forever the two barista was actually having attitude towards each other where the girl was just throwing dropping things around i was watching and so tempted to take a video of that occurrence never again will go here,negative,negative
i love starbucks i can drink something from starbucks every day this is the first starbucks i ve ever seen with two bathrooms usually the men and women share inside is clean nice and neat the service is great they really go above and beyond for the customer at this location,positive,positive
minus star for not giving me a paper protector for my cup seriously you hand me a cup in the drive thru over my head with no thingy not sure if it s an idaho thing to save the environment but really drive thru wasn t bad staff was friendly drink was as expected and it is around the corner from the gym i go to in the morning i ll be here more often,neutral,negative
excellent service i love when i don t have to wait more than min it s an enjoyable experience when the staff is working hard and engaging with the customer this starbucks is consistent and i go out of me way to get to this location,positive,positive
cute cozy starbucks i m only giving it three stars because of the music no one comes to a cafe to listen to every song taylor swift ever wrote people come to cafes to write read study think or talk the lyrics to you belong with me breathe red i knew you were trouble bad blood etc are not conducive to these activities some cafes play song selections that are i wish this location was one of them,neutral,negative
there s nothing wrong with the staff it s all about the set up the location is great but the parking lot and drive through are horrible it makes me never want to come here because of it i can t imaginewhat morning rush is like again the staff is quick and friendly but this place needs star based on the set up alone,negative,positive
loved this starbucks not only did i have one of the best caramel macchiato there but the trumpet chandelier was beautiful definitely selfie worthy,positive,positive
always busy always fresh first time i ve noticed a board with pics of the variations on drinks great idea it sold me on the danica a blend of coffee caramel recommended for bold flavor try it out,positive,positive
sarah at this starbucks was the nicest barista i ve ever come across keep it up sarah,positive,positive
ordered a frap with coconut milk no whip they put whip when they re did it they took it around the corner and took the whip off i trashed it unacceptable if you have a dairy allergy i will go to another location for now on,negative,negative
if you are looking for the perfect combination of coffee drinks and people watching then this is the place for you with the perfect location in new hope there is never a dull moment with the hustle and bustle of this wonderfully populated town the location is perfect for people watching but the parking can be tricky on busy days such as the weekends all meters are taken and it may take a few trips around to find a spot the starbuck s is a hidden gem among all the other glammed and obvious shops throughout new hope the simplicity of the brick is important with the pleasant porch that has chairs and tables sets the mood even before a customer sets foot in the shop the interior of this starbucks is very neat and tidy with a relaxing feel if staying a long time do not fear the bathrooms are very clean but only have one bathroom for each sex which can become inconvenient if a line forms as it is such a prime location many customers are only to be expected at certain times such as weekends there are lines that are not the most convenient when waiting for your delicious beverage the beverages and snacks to go with are very good do not be afraid if you have a special request the workers are very friendly and appreciate good clientele as much as you appreciate good workers walking in the large doors you will be engulfed in the delicious smell of different coffees after getting your drink and scone you can choose to go to the inside seating where there are both seats with tables as well as comfy arm chairs to sit back and relax while sipping your drink on a nice day i recommend sitting outside and enjoying the town from one of the tables on the outside porch this starbucks is best for the atmosphere the town itself brings i assume everyone knows the basics of starbucks from the different options of drinks to tall grande and venti size since starbucks is a chain coffee store i would say the one in new hope is best for its surroundings and the feel of the place,positive,positive
it was decent that s about all they seemed to not know how to make an oatmeal or open a new carton of coconut milk my dying son found nothing on the menu appetizing and soon after leaving had to throw up was it the service that made him nauseous the food the terminal disease that s eating away at his organs no one can be sure one thing i can be sure of though is that i ll be visiting this starbucks again because the other option is mcdonald s coffee and that s doodoo pure doo doo,neutral,negative
not bad service just weird it s a pleasant place to relax and get some work done the staff is just very self involved i don t want to hear about your weekend construction and trips to the library just a coffee,neutral,negative
this is the cafe that i usually go employees are super nice and remember most of their regular s name they also have strong customer connection i always enjoy talking with every single employee who works here it never feels like they re talking to you because they have to you actually feel close to them also for mobile orders there haven t been a single time that i ve ordered and they didn t have it ready when i got there the cafe is always clean and washrooms always have the needed supplies i absolutely love this caf,positive,positive
standard starbucks clean free wifi friendly staff,neutral,positive
staff needs to work on the way the speak to the customers and how they treat them pretty rude then to top it off the drinks they make aren t up to normal starbucks standards i ve given this starbucks multiple chances i m done they need some serious training,negative,negative
what a great staff i always get greeted and most of the time they have my drink ready before i get to the counter,positive,positive
not a good starbucks staff doesn t know their own coffee and refused to do pour overs for anything but the three they already have brewed maybe they ll get better,negative,negative
always clean good coffee great service a d easy to pay on the app starbucks really gets it bathrooms are usually clean and nice good parking and friendly service,positive,positive
this was the worst starbucks service i ve ever had i waited for five minutes in line for someone to even acknowledge me and take my order the barista on the cash register was unable to pay attention to my order and thus put it in wrong he argued with me over the contents of the drink which i ended up being right about after confirming with a second barista then i requested to use my birthday reward but again he wasn t listening and proceeded to tell me i didn t have enough money on my card after i repeated myself more times he understood then my drink was made wrong because he didn t put it in correct in the cash register my drink was remade by the second barista and even then the drink was incorrect and tasted horrible will never return,negative,negative
never disappointed the baristas know customer service and are always happy to make your day better with the excellent brews,positive,positive
seriously worst starbucks experience so far ordered a pour over the male cashier didn t have proper change other employees just standing there i asked if someone else could start the pour over while he saw to the change i was given just a regular coffee being told it was a blonde this is ten minutes in then i have to wait for and minutes in no change yet old coffee that turned grey when adding the cream my son comes in to look for me because it has been so long i tell them the coffee is old i get told it s not bologna smelled old looked old none of them looked like they were going to do anything but let me leave with old coffee i asked for the originals nail order of a pour over but from how slow it had already been and how long it had already taken i asked for my money back girls leaning against the register waiting for change for ten minutes manager aloof and childishly laughing about it with employees not good starbucks no wonder at all why this is rated a two,negative,negative
we always get friendly and professional service here plus properly made drinks we buy a hot chocolate for my wife s manicurist each month and sometimes an espresso for myself thanks for being on point life is good with espresso,positive,positive
terrible location terrible drive thru and terrible phone service wouldn t recommend to anyone,negative,negative
as a gold card holder i love starbucks coffee i live near this location so i ve waited to write this review to make sure that nearly every experience i ve had sucked well it has this is the worst starbucks i have ever been to their service is absolutely terrible unable to handle one customer let alone a line with oh my gosh people in it they only ever have pike place brewing and the one time i opted to wait for a pour over it took what felt like forever and my car was ticketed today they ran out of pike place and instead of giving me an immediate refund so i could be on my way the girl behind the counter was flirting with her co workers and diddly farting around behind the counter i had to ask for her attention for my lousy refund anyone bueller i can safely say that after countless bad experiences i will not be returning to this starbucks if you re reading this you know that starbucks is on top of their game normally this is not what you would expect even if you re just walking by on south street be prepared to wait and for them to be out of what you want they were out of caramel macchiato s and coffee today how does that even happen shame on you starbucks this location sucks,negative,negative
there are two starbucks within spitting distance of each other in this area one is located next to a pizza place and has a drive thru the other is located inside giant eagle i believe this one is the one with the drive thru quite a line at pm but it moved pretty fast very friendly at the drive thru and my order was correct also free with my star points pretty easy in and out if you use springmill rd,positive,positive
super friendly service with a smile i cannot remember the gentlemen s name who took my order but he was super nice and made my day,positive,positive
you know what to you get at starbucks let me tell you what makes this one special i really like this starbucks of all of the stores in the area this one has the best seating parking and staff the store has leather chairs with side tables a bunch of two and four top tables with both standard chairs and barstools there is a booth that runs along the wall opposite the counter it makes working or meeting there an absolute pleasure it s the biggest store i have seen in the indy metro area the parking lot is big although it s harder to get into with the us reconfiguration,positive,positive
really nice cashier service was fast and location was in a nice spot i would come back to this spot i would recommend this spot,positive,positive
it s always busy which doesn t bother me however service over the years as gone down yesterday i went in to pickup a mobile order and i saw the man put non fat milk in my drink that was supposed to have almond milk i informed the barista who looked annoyed and said i was lying her co worker who put the milk in told her i was right and he did put the wrong milk in the manager i assume was sitting on the bar side and went back over to help them and re make my drink i am just frustrated by the lack of an i m sorry we will remake it no problem if i am paying for a coffee it should be made correctly this location is close to my night class and work or i d honestly go elsewhere,negative,negative
today i got my usual drink it s the venti caffe vanilla frappuccino man oh man i have never had my coffee taste so good i like my drinks sweet but i also like to taste of coffee and i could taste both this time service was wasn t really as friendly as other experiences but it was definitely efficient i didn t have to wait very long i ve been to this location a couple of times before and never had any complaints i don t really live in south reno so its not a starbucks that i would frequent but if i m in the area i will return,positive,positive
friendly staff and very efficient it s always nice to be greeted by a genuine smile and warm welcome and i truly felt that when i walked through the door very clean and very well maintained store the baristas were quick on the feet to get the orders out which is always an accomplishment,positive,positive
literally paid for a venti just to get more bubbles than the actual drink i order at am and didn t get my order until and once i finally remind them i get this i was already late otherwise i would ve said something but literally the worst location they take forever,negative,negative
absolutely consistently the slloowweesstt starbucks i patronize i don t understand why service is so slow here i also don t understand why i continue to patronize this location other than convenience after being stuck in drive thru for an unacceptable amount of time this morning i will rethink this,negative,negative
this starbucks brings me back to the old school days me and hubby used to come to this location all the time our all time favorite is the white chocolate mocha we used to sip on that and chat upstairs at their lounge section very often this is probably my favorite starbucks since it brung me so much memories since is my favorite why stars i ve been checking in quite a bit lately their drinks are either hit or miss for example i ve been getting the matcha green tea latte sometimes the drink is just right but other times the barista probably didn t shake it enough resulting in chunks of powder at the bottom of the cup sometimes the whipped cream looks so nice while others cheap stingy looking,neutral,positive
i m going to qualify this review by saying we are not huge starbucks people we are definitely casual customers who might stop in once in a while for a drink generally i find the coffee to be a bit on the overpriced side but when you re out and about and need a caffeine fix starbucks will usually be a good bet this one is located near home for us so sometimes my husband and i slip over here for a drink in the evenings before they close we ve also used the drive thru for quick pick ups here and there and can i just say a starbucks that has a drive thru is a wonderful thing indeed i wish all of them or at least more of them had them as a mother with several small children drive thru s are always appreciated this location is easy to find easy to score parking the staff is pleasant and friendly the selection is good the store is clean and the seating options are plentiful and comfortable this is a fun place to hang out in chat with someone and just enjoy a few moments i can t speak to bringing in laptops and working the day away as i m not the sort to do that but i m going to guess it s a good place to get that done too if you re in the north valleys and need a starbucks fix this is the place to go,positive,positive
the atmosphere is nice but the staff was not helpful and did not take my name they appeared new or understaffed as they did not know what i asked for not what i expect out of starbucks,neutral,negative
the most charming i e least corporate of the area starbucks thanks to a repurposed interesting building and a trendy neighborhood location it needs more seating and easier parking but it s still the most pleasant starbucks in new orleans,positive,positive
this starbucks is right where i work so i stop by frequently service is consistently friendly and nice obviously it depends on the hour how busy it is thus how wiped off tables could be how prepared ya gotta be upon being the next customer helped etc nothing to complain about have always been served well,positive,positive
stand alone starbucks located outside the travel plaza much more convenient than going inside the plaza if coffee is the only reason for your stop,positive,neutral
this is my preferred starbucks to go to as the staff is always super friendly and polite they have never made me feel like i needed to feel honoured to have them acknowledge me which is a common trend i find at most of the chain locations i do not drink coffee i am not a starbucks addict and i just am not a frequent customer by any means with my lack of coffee drinking but i have recently discovered a drink i love a vanilla frappucino with raspberry syrup and whipped i order it when my starbucks junkie boyfriend drags me along to satisfy his withdrawals i know very little of the lingo and i order small medium or large and the staff do not try to correct me or lecture me on the language of the coffee addict world and i like that most other locations have refused to really help me when they find out i am not one of them so a big thank you to the wonderful staff that has never shamed me as an outcast,positive,positive
now i know why starbucks does not mix the frappuccinos all the way it s so the drinks can look pretty waiting for customers to pick up their orders my favorites are the matcha green tea and chai fraps,positive,negative
starbucks is supposed to be starbucks i m not sure why they can t seem to follow the recipe that they were trained to follow i don t order anything extra or special and about of the time it seems that they ve added too many pumps to the drink i should just stick with my neighborhood starbucks,neutral,negative
a decent spot to grab a cup of coffee or some food before going through the day this starbucks is part of the university of the sciences and will host a plethora of students it will get crowded and loud during the rush but slow down as people go to class staff are usually friendly depending on the day and service is quick for students this starbucks is similar to regular ones with the perks of being full of your classmates you can use your declining balance or devils dollars here a great spot to get quick tasty breakfast literally the best option for food in general on this campus that doesn t cost you real money for non students this location is nothing compared to a non university affiliated starbucks but you can always get the same options you can at other locations they will take cash and card and treat you no different there are usually many students here who will either be studying or eating so seating can be tricky deffinitely a go to when you visit the school phone wi fi does not work here for some reason there just doesn t seem to be service and nothing ever connects laptops do work here however this is a pretty nice locstion and typical location for a university better food here than most places and a nice atmosphere,neutral,neutral
i used to love coming to this starbucks but over the last year it has become downright awful there are out of something they can make because they probably don t feel like making it no one is friendly the staff is incredibly slow when this is an extremely busy store i much rather drive out of my way than come here i get reminded when i go against my better judgement and come in because it s closer,negative,negative
this starbucks consistently closes minutes before closing time we drove minutes out of our way to get to this one before they closed and we got there minutes before closing we show up to the lights turned off employees standing inside and they wouldn t answer us in the drive thru i ve worked at starbucks before and know that this is a big no no and is basically stealing from the company next time i ll order on mobile so they can t avoid it so frustrating,negative,negative
slow always out of stuff poor customer service not clean not typical starbucks workers i ve never seen a starbucks who always gets the drink wrong its always too much of this or not enough of that the location just sucks taylor is delightful and a pleasure to order from very well spoken and pays attention to detail,negative,negative
if this were your first experience of the starbucks franchise you would walk away neither overly impressed nor depressed for those of us who ve easily been in dozens of them the feeling is about the same in our particular case this week it was a necessary evil we were trying to locate yet another tourist attraction this sounds like complaining but trust me we were having a fabulous time and the iphone and its handy gps were nearly dead so we ducked into starbucks for a drink and a good long battery charge i d never had a starbucks smoothie before and i ll never have one again it was just not like a real smoothie no fruit chunks no bold fruit flavors nothin interesting and a strong preservative taste to seal the deal but chances are i d have said the same thing if i d gone to any other starbucks nationwide so don t take that the wrong way the girls behind the counter were loud and goofy but at least they were having fun at work plenty of parking out front,neutral,negative
i am a lover of starbucks and going on here is always comfortable it is big enough to sit down and have a nice chat over coffee and efficient enough to quickly run in and grab the drink of your choice staff is very friendly and when you are a regular they often remember your name and order every now and again you will find a bad apple but also will find those that go above and beyond to make sure you are a happy customer if you love starbucks this is a great location,positive,positive
i came in to this starbucks and their mobile ordering had gone down so there were a handful of angry patrons the staff here handled the rude crew with grace and patience and kicked into high gear to get everyone taken care of not every patron was grateful for their hard work but i hope the staff knows that it didn t go unnoticed it s almost like people get crabby without their coffee,positive,negative
great location and friendly baristas perfect reason to stop in for coffee and read i m always happy with my cup of joe here the pastries are usually limited not sure if it s because people have a major sweet tooth in the area or they are under stocked seating is a bit sparse but they have a few tables outside for a sunny day,positive,positive
usually this starbucks is very good but my past experience changed my whole mindset i ordered a grande hot chocolate at kids temperature when i got to the window the lady gave me a kids sized hot chocolate i told her i ordered a grande but at kids temperature not the kids size and she was so rude she said she could remake it but i paid for a kids that s not my fault because i know that i asked for a grande she gave me the rudest attitude and remade it she made me feel like i was being so difficult but she is the one who screwed up my order not me,negative,negative
if i could give this place zero stars i would it s the slowest and worst starbucks i have ever been to they re terribly inefficient unorganized and walk around like lost children back there the girl taking orders kept losing her badge for the register and she s making food at the same time there was only one person making drinks they were talking to each other and completely oblivious of how long their line is we stood in line for almost an hour they ran out of food for being an airport starbucks it s horrible don t waste your time here,negative,negative
manager and staff are awesome same good stuff as every starbucks best staff i ve seen,positive,positive
starbucks are starbucks ya know this one is my sb go to though because it s where i end my jogging rout so i literally go here every day when in sb but not because it s necessarily special other than that everyone s always nice though so we re cooking with all our burners,positive,positive
really slow service two people working the whole store you expect more from starbucks i will say that the staff was nice even under pressure,negative,negative
well i sure hope i m not letting the secret out but this starbuck s is a hidden gem the looks of it are deceiving as it appears to be a run of the mill strip mall location without a drive thru but it does indeed have one you just have to drive around the side of the building because it hides out the crowds are virtually non existent also they get the orders right every single time,positive,positive
great starbucks with great service i ve been here a few times after staying at gsr and i never had any problems the drinks taste great and gsr sometimes has coupons where you can get dollars in free food and it works at this starbucks also right before closing sometimes they offer their left over pastries for off which is nice to snack on if you re hungry,positive,positive
minutes on drive thru on a saturday there was only cars in front of me when we got the order the cups had hair on them yup never again beyond pissed off at this point,negative,negative
i m with the first reviewer that this is not the best starbucks to stop at there is a nicer one down the street i stopped to use the restroom and ordered two tall strawberry frappachino s i m not sure if they put any strawberries in here the drink was not the usual pink color that it is at other starbucks and it only tasted lightly of maybe strawberry syrup not worth the i paid,negative,negative
thought i d try it out again disappointed again how can there be four employees in the only one in line and no one says a thing to me for minutes i came in the store because the drive thru was ridiculous and long but still just as frustrating,negative,negative
janae sorry if that s misspelled in the drive through for this location is by far one of the most incredible people i have come in contact with i ve always had great service at this location but there is something special about how she brings a smile to my face every time i go there which is a lot i love seeing your face friend you make my day start off just right happy holidays,positive,positive
standard s bucks product and service with a friendly staff lot and different kinds of seating that will really look great once covid stuff is over with definitely one of my favorite s bucks interiors to date,positive,positive
good luck moving around in this clutter claustrophobia nightmare if one wants to chillax at their local starbucks and do what one does while chillaxing at a starbucks this location is not the location for you if you wanna be crammed in a little space around a ton of rude people and hapless employees doing their best to serve said rude people then this is the location for you i choose to do neither i m out,negative,negative
sometimes you just need coffee i d much prefer to give my money to a mom and pop coffee joint but honestly bux will have to do the service was excellent the product was perfect and the company was great,positive,positive
we have been coming to this starbucks since they ve been open we ve seen managers come and go staff changes and remodels consistency has never failed the baristas learn our names drinks and faces quickly they are always friendly though at times it could be chaotic and an ocasional drink gets messed up overall we love our backyard starbucks great job to our new manager brittany,positive,positive
so i came in this morning through the drive thru and when i got to the window i was greeted by a huge smile and a great attitude by an employee named matt he was very energetic and pleasant i only had a bill and before he took it he said he had to check if he could break it he came back to the window and in the nicest way possible said they couldn t break the and asked if i had another way to pay i said unfortunately i didn t but i could go to a store super fast and break it and come back and before i even had a chance to finish this amazing guy paid for my coffee i just got out of the hospital this morning and this coffee was all i was looking forward to and this guy took it upon himself to make sure i had it i couldn t thank him enough people like this make the world a better place and i will defiantly be back with smaller bills of course lol,positive,positive
i love starbucks yes i do what i don t love is that i cannot as of yet redeem my starbucks rewards on my smart phone app inside a starbucks target,neutral,positive
i am an avid starbucks drinker not a day goes by that i do not drink starbucks at least twice the east norriton location is the closest to my house but i go out of my way to go to the plymouth meeting location because the east norriton location is constantly disappointing yet again today my husband comes home with our coffee and it is wrong the flavor is missing as are my additions that i ordered every day on my app this is not only the least friendly starbucks i have ever been to but i have never seen a manager even present out in the front and when your coffee is wrong you always get the eye roll it is poorly managed and the staff never stay in plymouth meeting i know the manager by first name and see her almost everyday because she is out supporting her team coffee cannot cost this much and continually be wrong at the east norriton location it really needs an overhaul,negative,negative
went there this morning for a get me up they have the nitro on tap only problem is when i pulled off and looked to take a drink the nitro cold brew was half coffee and half foam so by the time the foam subsided it was half a coffee if i m paying for a nitro it would be great to get a full cup,negative,negative
i visited this location today it was not really busy for the st time in all my experiences i received my order and i did not have the labels on the cups very small issues but bigger issue is both my drinks were made wrong my pink drink was just coconut milk and floating strawberries my carmel ribbon was on about inches of drink the rest was whip cream i tried to call times of course the time i didn t get a recipient is the time my order was wrong next time i will taste before i leave i am sure this is not the normal,negative,negative
one of the largest starbucks in town therefore has more space for added extras in food and coffee extras and seating service has always been friendly seating at tables round tables lounge like chairs at a bar looking out to west end harding and outdoor seating many meetings have been held in this starbucks parking is shared with the strip mall but always a place to be found early am coffee drinkers are moved along nicely so one doesn t feel like oh snap i should have skipped coffee this am the milk and sugar station remains filled and tidy and the tables and bar are clean one of the top starbucks in town due to size and hospitality combined others also have great quality service but not the space close to many other places grocery liguor store mexican sushi sandwich place office store and drug store and close to and looking for a meeting coffee place close to everything with great service and clean bazinga here it is,positive,positive
i love starbucks and this is definitely one of the nicer ones i have been to in my travels but the one thing i can say is that no matter how busy they are it always takes longer for me to get my drink here than at any other starbucks i m just not sure why maybe it s just the mood i m in today haha staff is super nice though,neutral,positive
stars because the counter people are nice because they have no drive thru because they have no food,neutral,positive
i usually don t leave comment to starbucks but this location is so lovely i actually went there twice in an afternoon the building itself looks interesting enough but the inside s even better it s the coziest starbucks i ve even been to it got a fireplace and soft leather sofa it s not overly crowded and the staffs were very friendly i didn t want to leave,positive,neutral
i have to give this starbucks a little love it is my go to since it is around the corner from where i work i have been to other starbucks in the area and i feel like this one is my favorite i like the carothers pkwy starbucks because i can almost always find a parking spot and grab my drink in time to get to work i would agree that probably of the time that i stop in in the morning there is a long line but i don t really have a comment on that other than get the starbucks app it s the easiest way to order your stuff especially if it s complicated and you get stars free drinks etc i have sat in a long line in the drive thru here but unless you have kids or some other reason why you can t quickly get out of the car park order your stuff on the starbucks app get out of the car and pick it up off the counter minutes later get back in car while you laugh because you still see the person in the drive thru sitting in the same place they were minutes ago,positive,positive
this starbucks is the slowest in clearing airport lines i ve been flying through bna and using this location since it opened years ago now unless you have minutes to wait do not stop here time to move on to other options,negative,negative
good morning yelpers nothing too long today only that this location is super busy from about am to so if you have somewhere to be at a certain time get there early or use the mobile application otherwise the customer service is great despite he busyness they still make your coffee with love and care thank you starbucks staff,positive,positive
worst starbucks ever there is always the longest line and ringer and barista i ve never waited less than mins for my drink if you know you re a busy store staff accordingly awful,negative,negative
i love starbucks i always hit this location when i am in the area they have a drive thru and have an outside sitting area the location is clean busy and easy to find the parking lot can get crowded but overall it is not hard to get in and out of they always get my order correct and are friendly whether i go in the store or utilize the drive thru the coffee is always fresh and the food choices are standard fare for starbucks locations,positive,positive
seattle should be ashamed worst starbucks ever and i ve been to a lot of them service is lacking even by new orleans standards the first time the girl at the counter was paying attention to everything but my order the second time the guy at the drive through was rude my chai tea was cold how do you serve a cold hot beverage,negative,negative
maybe it was just an off day or maybe it was because of training new people but this was kind of a confusing starbucks experience i guess i might be spoiled because most starbucks locations really get the concept of the customer experience right a quick stop in for a nice chilly frappuccino on this hot afternoon started out a little bit strange when i was the next customer in line and an employee standing at an empty till caught my eye and smiled brightly i started to walk toward her and give her my order and the employee at the other till who had been helping the customer in front of me broke off to reprimand me for trying to cut in front of that customer i felt quite taken aback at the intensity of his response to what was obviously a misunderstanding i could barely even get out the words i m so sorry i thought she was asking me to come up and order when it was my turn for real and not for pretend it became apparent that she was a brand new employee being trained and thus it was no surprise that it was a slightly confusing process to get my card reloaded my items run in and finally paid for no big deal in itself we have all been learners at something at some point in our lives perhaps this brand new employee also learned that it sends a mixed message to customers waiting in line when you make eye contact and smile at them but you are totally not ready for them to actually come up and order however when i picked up my drink it had not been marked correctly so it wasn t quite right however it was close so i just took it and left i clearly needed to consume some of that caffeine before trying to wrap my brain around any more confusion,negative,negative
clean and modern decor very friendly and welcoming staff drink made right and served with a smile the only negative is they do not take starbucks reward stars although they do issue them this is more disappointing because on the pastry case they had a sign saying redeem rewards here,positive,positive
friendly staff and a tremendous caramel flavored frozen drink located right in the middle of downtown franklin and they do a great job of managing orders keeping up with the population and blending in with franklin s atmosphere,positive,positive
it could not be any worse a full store and no masks on customers starbucks has a responsibility to require masks on customers the company could easily lose in store pickup and outdoor seating if things continue as is in this country shame on you starbucks,negative,negative
wow nice turnaround will see what next weekend brings speed is much better and the restrooms are definitely an improvement,positive,positive
it s convenient when you have a starbucks on base and you don t have to drive far but the management aspect is struggle busing the manager is slow as molasses i literally just walk out if i see her at the register or making drinks i will be late for work guaranteed despite getting there minutes early they consistently end up being too watery and just not good i will say the most of the baristas are very sweet and accommodating some are better than others with modifications with drinks i absolutely adore desirae i think that s how her name is spelled she s so bubbly and sweet and is the only one that consistently makes my drinks spot on so i m on cloud with my elixir of life two stars for me on the quality of the drinks is inconsistent and slow service not always the case but it occurs enough to be noticed however if you don t do modifications to your drinks you should be safe to order it wasn t always this way just went a little downhill progressively over a month time span,negative,negative
service was great as always my fav ginger josh wasn t there though nothing like a true north first thing in the morning,neutral,positive
i usually love starbucks this starbucks was disappointing on several levels the coffee was weak and not as good as other starbucks it is always busy which isn t a problem the ambience is cute and clean this store has the worst service i have ever seen on two separate occasions i had an issue with sam the barista the first time she made my drink wrong argued with me about it and then threw it in the sink making a mess and rolled her eyes the second time she was condescending and rude this is unacceptable behavior as a previous starbucks employee i will be sure to contact corporate i would recommend finding another place to go addiction is right down the street with great coffee service and ambience,negative,negative
